DATE,TOTCI
1987-07-01,553.5702200000000000
1987-08-01,553.8260000000000000
1987-09-01,560.4157600000000000
1987-10-01,563.1050750000000000
1987-11-01,562.5386000000000000
1987-12-01,564.7519000000000000
1988-01-01,566.9070000000000000
1988-02-01,567.8045000000000000
1988-03-01,571.1075800000000000
1988-04-01,576.8639500000000000
1988-05-01,583.3909250000000000
1988-06-01,588.1202800000000000
1988-07-01,594.0523750000000000
1988-08-01,594.4062800000000000
1988-09-01,595.2622500000000000
1988-10-01,598.8063500000000000
1988-11-01,600.9345800000000000
1988-12-01,604.8308000000000000
1989-01-01,605.7251500000000000
1989-02-01,615.2007500000000000
1989-03-01,616.4139200000000000
1989-04-01,618.3250000000000000
1989-05-01,624.1088200000000000
1989-06-01,624.1265750000000000
1989-07-01,629.9279250000000000
1989-08-01,635.1187800000000000
1989-09-01,637.1800500000000000
1989-10-01,639.0073000000000000
1989-11-01,639.8134600000000000
1989-12-01,638.0473500000000000
1990-01-01,635.6313400000000000
1990-02-01,636.5336250000000000
1990-03-01,638.2649750000000000
1990-04-01,640.8279000000000000
1990-05-01,639.7226400000000000
1990-06-01,641.6315250000000000
1990-07-01,640.1862500000000000
1990-08-01,640.0863000000000000
1990-09-01,639.8389250000000000
1990-10-01,637.5287200000000000
1990-11-01,638.9199500000000000
1990-12-01,642.2759500000000000
1991-01-01,636.4692200000000000
1991-02-01,635.9590000000000000
1991-03-01,635.5430000000000000
1991-04-01,631.8844500000000000
1991-05-01,628.1332000000000000
1991-06-01,626.6618000000000000
1991-07-01,623.3842400000000000
1991-08-01,618.2510750000000000
1991-09-01,620.2485000000000000
1991-10-01,621.1635400000000000
1991-11-01,618.4336000000000000
1991-12-01,619.0511250000000000
1992-01-01,613.9812400000000000
1992-02-01,609.8695250000000000
1992-03-01,607.8272000000000000
1992-04-01,604.8276200000000000
1992-05-01,602.2580750000000000
1992-06-01,601.0088750000000000
1992-07-01,599.7585800000000000
1992-08-01,597.1339250000000000
1992-09-01,598.3758600000000000
1992-10-01,596.9138500000000000
1992-11-01,596.7262000000000000
1992-12-01,596.6740600000000000
1993-01-01,595.3925250000000000
1993-02-01,593.9923750000000000
1993-03-01,591.4761400000000000
1993-04-01,585.6264000000000000
1993-05-01,587.2736250000000000
1993-06-01,590.3082600000000000
1993-07-01,587.7739250000000000
1993-08-01,588.2095500000000000
1993-09-01,585.6260200000000000
1993-10-01,583.7093250000000000
1993-11-01,584.4204250000000000
1993-12-01,583.3938400000000000
1994-01-01,587.3961500000000000
1994-02-01,587.9205500000000000
1994-03-01,593.7008800000000000
1994-04-01,600.2950500000000000
1994-05-01,603.8774250000000000
1994-06-01,608.6752400000000000
1994-07-01,616.1102000000000000
1994-08-01,621.6575600000000000
1994-09-01,624.6382000000000000
1994-10-01,631.0218000000000000
1994-11-01,637.7503200000000000
1994-12-01,643.5356750000000000
1995-01-01,651.7389000000000000
1995-02-01,664.5592000000000000
1995-03-01,673.3151600000000000
1995-04-01,676.5072250000000000
1995-05-01,685.7630400000000000
1995-06-01,690.1377000000000000
1995-07-01,697.6643250000000000
1995-08-01,702.7713000000000000
1995-09-01,706.3088500000000000
1995-10-01,704.7905250000000000
1995-11-01,712.4547200000000000
1995-12-01,714.3958000000000000
1996-01-01,721.6085200000000000
1996-02-01,724.1638750000000000
1996-03-01,726.7625750000000000
1996-04-01,731.1785500000000000
1996-05-01,736.1530800000000000
1996-06-01,740.7351000000000000
1996-07-01,744.9974400000000000
1996-08-01,747.2502000000000000
1996-09-01,756.8357500000000000
1996-10-01,765.7683000000000000
1996-11-01,771.6403000000000000
1996-12-01,778.1687750000000000
1997-01-01,781.6308400000000000
1997-02-01,788.5959500000000000
1997-03-01,795.1932500000000000
1997-04-01,802.9389800000000000
1997-05-01,809.2170750000000000
1997-06-01,812.2154000000000000
1997-07-01,816.6943800000000000
1997-08-01,821.5855750000000000
1997-09-01,829.0634000000000000
1997-10-01,833.7007800000000000
1997-11-01,839.0968750000000000
1997-12-01,844.8570800000000000
1998-01-01,855.3445500000000000
1998-02-01,861.0077000000000000
1998-03-01,867.3637750000000000
1998-04-01,863.9135800000000000
1998-05-01,874.5568250000000000
1998-06-01,889.3250250000000000
1998-07-01,897.1042400000000000
1998-08-01,903.2124250000000000
1998-09-01,911.5620800000000000
1998-10-01,930.3586000000000000
1998-11-01,942.6465000000000000
1998-12-01,939.1840200000000000
1999-01-01,938.3335750000000000
1999-02-01,935.2498000000000000
1999-03-01,943.8446000000000000
1999-04-01,947.5434250000000000
1999-05-01,941.9812250000000000
1999-06-01,949.0803800000000000
1999-07-01,957.8868250000000000
1999-08-01,967.1258250000000000
1999-09-01,975.3996400000000000
1999-10-01,975.9766500000000000
1999-11-01,998.0481500000000000
1999-12-01,1002.2034600000000000
2000-01-01,1000.6526500000000000
2000-02-01,1016.6024750000000000
2000-03-01,1024.5661000000000000
2000-04-01,1033.4431000000000000
2000-05-01,1051.1206400000000000
2000-06-01,1062.5623500000000000
2000-07-01,1068.1784000000000000
2000-08-01,1071.4111000000000000
2000-09-01,1072.4805500000000000
2000-10-01,1077.2603500000000000
2000-11-01,1080.4949800000000000
2000-12-01,1084.4078250000000000
2001-01-01,1093.6591200000000000
2001-02-01,1094.2841000000000000
2001-03-01,1092.3557000000000000
2001-04-01,1089.2997750000000000
2001-05-01,1084.9726600000000000
2001-06-01,1073.2154250000000000
2001-07-01,1064.2667750000000000
2001-08-01,1057.0560200000000000
2001-09-01,1059.7109500000000000
2001-10-01,1045.5799200000000000
2001-11-01,1034.4517500000000000
2001-12-01,1023.7238250000000000
2002-01-01,1012.2403200000000000
2002-02-01,1016.8680750000000000
2002-03-01,1012.1907750000000000
2002-04-01,1003.4461500000000000
2002-05-01,991.2091000000000000
2002-06-01,985.1232250000000000
2002-07-01,977.0308600000000000
2002-08-01,972.4824000000000000
2002-09-01,967.6500250000000000
2002-10-01,962.7923200000000000
2002-11-01,960.5133000000000000
2002-12-01,959.1664750000000000
2003-01-01,951.3441800000000000
2003-02-01,941.8187500000000000
2003-03-01,937.6350250000000000
2003-04-01,935.4854400000000000
2003-05-01,924.9122000000000000
2003-06-01,915.6814250000000000
2003-07-01,922.4063000000000000
2003-08-01,910.1676500000000000
2003-09-01,902.2351250000000000
2003-10-01,888.4088200000000000
2003-11-01,882.2232000000000000
2003-12-01,883.1020400000000000
2004-01-01,876.5631000000000000
2004-02-01,874.9243750000000000
2004-03-01,869.7357800000000000
2004-04-01,864.7329000000000000
2004-05-01,862.4276750000000000
2004-06-01,868.5175200000000000
2004-07-01,877.8587250000000000
2004-08-01,882.0418000000000000
2004-09-01,886.8297400000000000
2004-10-01,888.3584250000000000
2004-11-01,896.9109000000000000
2004-12-01,904.5697800000000000
2005-01-01,919.8567500000000000
2005-02-01,930.8332500000000000
2005-03-01,943.9572200000000000
2005-04-01,958.3681500000000000
2005-05-01,966.4619500000000000
2005-06-01,974.6670200000000000
2005-07-01,988.5142750000000000
2005-08-01,995.8506800000000000
2005-09-01,1000.1298750000000000
2005-10-01,1013.7927750000000000
2005-11-01,1021.8982400000000000
2005-12-01,1035.3264500000000000
2006-01-01,1047.0021000000000000
2006-02-01,1056.6919750000000000
2006-03-01,1067.0960400000000000
2006-04-01,1082.6703500000000000
2006-05-01,1102.7704800000000000
2006-06-01,1118.1657000000000000
2006-07-01,1127.8573250000000000
2006-08-01,1151.1555600000000000
2006-09-01,1150.7673250000000000
2006-10-01,1158.2805000000000000
2006-11-01,1170.2276400000000000
2006-12-01,1181.9007750000000000
2007-01-01,1191.8462000000000000
2007-02-01,1205.0946750000000000
2007-03-01,1214.9704750000000000
2007-04-01,1224.6574750000000000
2007-05-01,1242.7214600000000000
2007-06-01,1262.1261500000000000
2007-07-01,1281.0629500000000000
2007-08-01,1301.9986800000000000
2007-09-01,1346.8090500000000000
2007-10-01,1373.4822400000000000
2007-11-01,1392.4036750000000000
2007-12-01,1414.4282750000000000
2008-01-01,1440.0585000000000000
2008-02-01,1448.1725750000000000
2008-03-01,1467.6952750000000000
2008-04-01,1489.1459600000000000
2008-05-01,1491.3940750000000000
2008-06-01,1495.9383000000000000
2008-07-01,1510.9721000000000000
2008-08-01,1513.9422500000000000
2008-09-01,1522.1732500000000000
2008-10-01,1582.3528800000000000
2008-11-01,1576.2860500000000000
2008-12-01,1560.3810800000000000
2009-01-01,1544.9093750000000000
2009-02-01,1535.4232000000000000
2009-03-01,1514.0546750000000000
2009-04-01,1493.7649000000000000
2009-05-01,1472.4167500000000000
2009-06-01,1442.6812000000000000
2009-07-01,1399.7293200000000000
2009-08-01,1366.9764750000000000
2009-09-01,1339.6205000000000000
2009-10-01,1308.8811750000000000
2009-11-01,1292.8350250000000000
2009-12-01,1267.9302800000000000
2010-01-01,1240.0727500000000000
2010-02-01,1225.7920500000000000
2010-03-01,1210.7679200000000000
2010-04-01,1208.2511000000000000
2010-05-01,1197.3718000000000000
2010-06-01,1190.5219800000000000
2010-07-01,1189.0078000000000000
2010-08-01,1188.0850500000000000
2010-09-01,1186.1856000000000000
2010-10-01,1184.6074750000000000
2010-11-01,1186.7734750000000000
2010-12-01,1191.7372400000000000
2011-01-01,1195.6272250000000000
2011-02-01,1198.4205500000000000
2011-03-01,1206.4790200000000000
2011-04-01,1213.8201000000000000
2011-05-01,1226.4849750000000000
2011-06-01,1234.1055000000000000
2011-07-01,1242.5417250000000000
2011-08-01,1262.3232800000000000
2011-09-01,1269.5000250000000000
2011-10-01,1277.6178500000000000
2011-11-01,1292.6391800000000000
2011-12-01,1303.0639000000000000
2012-01-01,1316.2668250000000000
2012-02-01,1343.6726200000000000
2012-03-01,1349.9079750000000000
2012-04-01,1367.2737500000000000
2012-05-01,1377.3955600000000000
2012-06-01,1396.8781500000000000
2012-07-01,1411.2676250000000000
2012-08-01,1424.8141200000000000
2012-09-01,1432.8347000000000000
2012-10-01,1448.5769200000000000
2012-11-01,1456.9084250000000000
2012-12-01,1471.1523750000000000
2013-01-01,1485.2706600000000000
2013-02-01,1491.2936500000000000
2013-03-01,1499.4322250000000000
2013-04-01,1505.7728000000000000
2013-05-01,1509.9727400000000000
2013-06-01,1521.1803750000000000
2013-07-01,1530.9934000000000000
2013-08-01,1532.8033500000000000
2013-09-01,1538.1951500000000000
2013-10-01,1549.1374400000000000
2013-11-01,1557.0867500000000000
2013-12-01,1571.9634750000000000
2014-01-01,1584.9442600000000000
2014-02-01,1617.3865000000000000
2014-03-01,1634.2358000000000000
2014-04-01,1648.9838800000000000
2014-05-01,1663.5586500000000000
2014-06-01,1672.5545000000000000
2014-07-01,1694.3457600000000000
2014-08-01,1710.3912500000000000
2014-09-01,1724.1428750000000000
2014-10-01,1729.6628600000000000
2014-11-01,1749.0505250000000000
2014-12-01,1771.8792800000000000
2015-01-01,1791.0808500000000000
2015-02-01,1804.1208750000000000
2015-03-01,1832.8828750000000000
2015-04-01,1846.3387600000000000
2015-05-01,1862.0998500000000000
2015-06-01,1877.2399750000000000
2015-07-01,1888.9979000000000000
2015-08-01,1901.6212000000000000
2015-09-01,1914.4436400000000000
2015-10-01,1928.7979750000000000
2015-11-01,1943.1799750000000000
2015-12-01,1953.2749000000000000
2016-01-01,1960.0214250000000000
2016-02-01,1981.8831250000000000
2016-03-01,2018.5426200000000000
2016-04-01,2032.0562250000000000
2016-05-01,2046.2035250000000000
2016-06-01,2051.3147800000000000
2016-07-01,2058.9587000000000000
2016-08-01,2051.6819400000000000
2016-09-01,2068.9207750000000000
2016-10-01,2083.6303500000000000
2016-11-01,2088.9666000000000000
2016-12-01,2084.6762750000000000
2017-01-01,2081.5329750000000000
2017-02-01,2081.6438500000000000
2017-03-01,2070.0642800000000000
2017-04-01,2066.1052500000000000
2017-05-01,2072.3351800000000000
2017-06-01,2073.4281500000000000
2017-07-01,2075.5753000000000000
2017-08-01,2085.3697600000000000
2017-09-01,2101.8961000000000000
2017-10-01,2113.2472500000000000
2017-11-01,2106.9425200000000000
2017-12-01,2104.6908250000000000
2018-01-01,2109.7480400000000000
2018-02-01,2111.2527750000000000
2018-03-01,2121.9308000000000000
2018-04-01,2163.7733250000000000
2018-05-01,2171.2442400000000000
2018-06-01,2188.4494750000000000
2018-07-01,2203.2942500000000000
2018-08-01,2208.8424200000000000
2018-09-01,2222.5836000000000000
2018-10-01,2245.2637000000000000
2018-11-01,2269.9833750000000000
2018-12-01,2298.9944250000000000
2019-01-01,2325.6701400000000000
2019-02-01,2330.5467000000000000
2019-03-01,2344.2026000000000000
2019-04-01,2332.5245000000000000
2019-05-01,2336.3678200000000000
2019-06-01,2338.5952750000000000
2019-07-01,2350.2928000000000000
2019-08-01,2366.6766250000000000
2019-09-01,2369.2969000000000000
2019-10-01,2366.1624400000000000
2019-11-01,2368.5491000000000000
2019-12-01,2364.7234500000000000
2020-01-01,2353.7327000000000000
2020-02-01,2349.5799000000000000
2020-03-01,2501.1897000000000000
2020-04-01,2903.4179200000000000
2020-05-01,3044.7163250000000000
2020-06-01,2943.3450250000000000
2020-07-01,2864.3153400000000000
2020-08-01,2822.2231500000000000
2020-09-01,2768.5026800000000000
2020-10-01,2704.6009500000000000
2020-11-01,2654.9545000000000000
2020-12-01,2620.1949000000000000
2021-01-01,2576.7852500000000000
2021-02-01,2577.0760000000000000
